Feature ID,Feature Name,Surface,User Story,Expected Behaviour,Edge Cases,Validation Rules,Dependencies,Assumptions,Test Cases,Current Status,Defect Count,Severity,Notes,Last Tested Date
F-ST-017,Delete a note,DELETE /api/notes?id=<id>,"As a reader, I want to delete a note by id, so that I can remove annotations I no longer need.",Reads 'id' from query string. If missing returns 400 { error: 'id required' }. Otherwise db.note.delete where id and returns { ok: true }.,Missing id → 400 | Unknown id → Prisma P2025 thrown → unhandled → 500 | No auth — any caller can delete any note,id required else 400,Prisma model: Note | @/lib/db,Caller supplies an existing id,"4 (TC-F-ST-017-1, TC-F-ST-017-2, TC-F-ST-017-3, TC-F-ST-017-4)",Static review — defect(s) open,1,low,src/app/api/notes/route.ts:59 | src/app/api/notes/route.ts:62 | src/app/api/notes/route.ts:63,2026-06-26
F-ED-001,List / filter evidence records,GET /api/evidence,"As a researcher, I want to fetch corroboration evidence by scripture ref, by source, or all recent, so that I can see what external sources support a given claim.","Reads query params ref, sourceId. If ref present: returns evidences where scriptureRef==ref, ordered by confidence desc, including source. Else if sourceId present: returns evidences for that source, ordered by createdAt asc, including source. Else: returns all evidence ordered by createdAt desc, take 200, including source.","ref and sourceId both supplied — ref wins (checked first), sourceId ignored | ref matches nothing — returns empty evidences array with 200 | more than 200 records exist — default branch silently truncates at take:200, no pagination | ref/sourceId branches have NO take limit — unbounded result set for a hot scriptureRef",No input validation; any string accepted for ref/sourceId | No auth/permission check — private research evidence exposed to anyone,Evidence model | Source model (include) | db client @/lib/db,Caller is trusted; endpoint assumes private network since no auth exists | 200-record cap is acceptable for the default listing,"7 (TC-F-ED-001-1, TC-F-ED-001-2, TC-F-ED-001-3, TC-F-ED-001-4, TC-F-ED-001-5, TC-F-ED-001-6, TC-F-ED-001-7)",Static review — defect(s) open,2,high,src/app/api/evidence/route.ts:7 | src/app/api/evidence/route.ts:12 | src/app/api/evidence/route.ts:21 | src/app/api/evidence/route.ts:30,2026-06-26
F-ED-002,Update evidence alignment/confidence/notes,PATCH /api/evidence,"As a researcher, I want to refine an evidence record's alignment, confidence, and notes, so that I can correct or improve auto-generated corroboration.","Parses JSON body {id, alignment?, confidence?, notes?}. Requires id (400 if missing). Builds a partial update: sets alignment only if truthy, confidence only if typeof===number, notes only if !== undefined. Updates Evidence by id and returns the updated record.","alignment='' (empty string) is falsy so it is NOT written — silently ignored | confidence not a number (e.g. string '0.7') is ignored without error | notes='' (empty string) IS written because it checks !== undefined | confidence out of 0..1 range (e.g. 5 or -3) is written without validation | alignment with an invalid value (not supports/challenges/contextualizes/neutral) is accepted — no enum check | id not found — Prisma update throws, surfaces as unhandled 500","id required (400 otherwise) | confidence must be typeof number to be applied, but no range/bounds check (schema comment says 0..1) | alignment value not validated against allowed enum | No auth/permission check",Evidence model,Caller supplies sane confidence within 0..1 | Caller supplies a valid alignment string,"7 (TC-F-ED-002-1, TC-F-ED-002-2, TC-F-ED-002-3, TC-F-ED-002-4, TC-F-ED-002-5, TC-F-ED-002-6, TC-F-ED-002-7)",Static review — defect(s) open,3,medium,src/app/api/evidence/route.ts:39 | src/app/api/evidence/route.ts:47 | src/app/api/evidence/route.ts:49,2026-06-26
F-ED-003,Delete evidence record,DELETE /api/evidence,"As a researcher, I want to delete an evidence record by id, so that I can remove bad corroboration.",Reads id from query string. Requires id (400 if missing). Calls db.evidence.delete by id and returns {ok:true}.,"id not found — Prisma delete throws, unhandled 500 | Deleting evidence cascades to EvidencePerspective rows (onDelete: Cascade) but leaves orphaned ReviewRecord/AuditLog rows pointing at the deleted itemId (no FK — FK-by-id strings) | Deleting evidence does NOT delete any PublicArticle already published from it",id required (400 otherwise) | No auth/permission check | No audit-log entry written for the deletion (unlike review/publish actions),"Evidence model | EvidencePerspective (cascade) | ReviewRecord/AuditLog (orphaned, no cascade)",Caller intends a hard delete; soft-delete/archive not used here,"6 (TC-F-ED-003-1, TC-F-ED-003-2, TC-F-ED-003-3, TC-F-ED-003-4, TC-F-ED-003-5, TC-F-ED-003-6)",Static review — defect(s) open,2,medium,src/app/api/evidence/route.ts:60 | src/app/api/evidence/route.ts:64 | prisma/schema.prisma:216,2026-06-26
F-ED-004,Review queue + audit log + counts,GET /api/review,"As an editor, I want to view the review queue filtered by state/itemType plus the recent audit log and state counts, so that I can triage items needing editorial review.","Reads state, itemType params. Builds where: if state=='in-review' it matches BOTH 'in-review' and 'auto-corroborated'; else if state set, exact match; itemType adds exact match. Fetches up to 200 ReviewRecords ordered updatedAt desc. Hydrates each by itemType (evidence/public-article/topic-page) via findUnique with perspective includes; 'source' itemType is NOT hydrated (item stays null). Fetches 50 most recent AuditLog rows. Returns queue (filtered to item!==null), auditLog, and counts for draft/auto-corroborated/in-review/approved/rejected/needs-revision.","itemType='source' records are silently dropped from the queue (no hydration branch, item stays null, filtered out) | Multiple ReviewRecords per item (versioned) — GET returns ALL versions, not just the latest, despite the comment 'Get the latest ReviewRecord per item' | A ReviewRecord whose underlying item was deleted hydrates to null and is filtered out (silently hidden) | counts has no 'archived' key though archived is a valid state | N+1 query pattern: one findUnique per record (up to 200)",state not validated against VALID_STATES on GET (only POST uses it indirectly) | No auth — review queue and audit log readable by anyone,ReviewRecord | Evidence | PublicArticle | TopicPage | AuditLog | review state machine,Comment claims 'latest ReviewRecord per item' but query does not dedupe by version | Source items are not meant to appear in the queue,"7 (TC-F-ED-004-1, TC-F-ED-004-2, TC-F-ED-004-3, TC-F-ED-004-4, TC-F-ED-004-5, TC-F-ED-004-6, TC-F-ED-004-7)",Static review — defect(s) open,4,medium,src/app/api/review/route.ts:10 | src/app/api/review/route.ts:17 | src/app/api/review/route.ts:26 | src/app/api/review/route.ts:33 | src/app/api/review/route.ts:54 | src/app/api/review/route.ts:60 | src/app/api/review/route.ts:62,2026-06-26
F-ED-005,Review state transition (approve/reject/etc.) with checklist + audit,POST /api/review,"As a reviewer, I want to transition an item through the editorial state machine (submit-review, approve, reject, request-revision, archive), recording a checklist and an audit entry, so that only vetted content reaches the public site.","Parses {itemType, itemId, action, reviewer='editor', reviewerRole='reviewer', notes, checklist}. Validates itemType against VALID_ITEM_TYPES (400 if invalid). Maps action→newState via stateMap; 400 if action unknown. If no checklist supplied and itemType=='evidence', auto-computes a checklist from the evidence (sourcesCited, credibilityTierMet [peer-reviewed/reputable-reference], claimTypeLabeled, perspectivesRepresented [>=1 link], noFabrication=true hardcoded, contestedFlagged=blindspot===true, authorityNotOverstated=true hardcoded). Finds latest ReviewRecord for {itemType,itemId} to compute newVersion=prev+1. Creates a new ReviewRecord with the new state/reviewer/checklist(JSON)/notes/version. Updates the underlying item's reviewState; sets publishedAt=now when newState=='approved' else null (for evidence/public-article/topic-page). Writes an AuditLog entry. Returns {record, checklist}.","NO current-state guard: any action is allowed from any state — e.g. approve an item that was never submitted, or re-approve a rejected item, or approve directly from draft | reviewer/reviewerRole are caller-supplied free strings — a 'contributor' can pass reviewerRole='publisher' and approve their own item; no role enforcement | Approving then later reject/archive sets publishedAt back to null — a previously published-from item loses its publishedAt | itemType='source' passes VALID_ITEM_TYPES but has no item-update branch — ReviewRecord+AuditLog created but Source.reviewState never changes (and Source has no reviewState field in schema) | checklist auto-compute only runs for evidence; public-article/topic-page get null checklist unless caller supplies one | evidence schema reviewState enum (line 204) does NOT list 'needs-revision', yet request-revision writes that value to evidence.reviewState | approve sets evidence.publishedAt but does NOT create a PublicArticle (that's the separate publish endpoint) — 'approved' here means review-approved, not published | itemId not found for evidence checklist compute → evidence is null, checklist left undefined, but the subsequent db.update on a nonexistent id throws 500","itemType ∈ {evidence, public-article, topic-page, source} else 400 | action ∈ {submit-review, approve, reject, request-revision, archive} else 400 | No validation that the transition is legal from the current state | No authentication; reviewerRole is trusted from the request body",ReviewRecord | AuditLog | Evidence | PublicArticle | TopicPage | review state machine | stateMap,Caller honestly reports reviewer/reviewerRole | noFabrication and authorityNotOverstated are confirmed out-of-band by a human (hardcoded true) | Approve is intended to be reachable from any prior state,"7 (TC-F-ED-005-1, TC-F-ED-005-2, TC-F-ED-005-3, TC-F-ED-005-4, TC-F-ED-005-5, TC-F-ED-005-6, TC-F-ED-005-7)",Static review — defect(s) open,4,critical,src/app/api/review/route.ts:74 | src/app/api/review/route.ts:86 | src/app/api/review/route.ts:91 | src/app/api/review/route.ts:98 | src/app/api/review/route.ts:102 | src/app/api/review/route.ts:122 | src/app/api/review/route.ts:129 | src/app/api/review/route.ts:143 | src/app/api/review/route.ts:148 ,2026-06-26
F-ED-006,Publish approved item to PublicArticle,POST /api/publish,"As a publisher, I want to take an approved evidence record or topic page and create/update a corresponding public article, so that vetted content appears on the public site.","Parses {itemType, itemId}; 400 if either missing. For itemType=='evidence': loads evidence with source+perspectives; 404 if missing; 400 if reviewState!=='approved'. Builds slug=evidence-<last8 of id>, title, markdown body (scripture, claim, corroboration, source block with credibility), SEO fields, claimTypeSlug, perspectives, canonicalRefs. For itemType=='topic-page': loads topic page; 404 if missing; 400 if reviewState!=='approved'; copies slug/title/body/SEO/canonicalRefs. Any other itemType → 400. Upserts PublicArticle by slug: if exists, updates content + publishedAt=now + reviewState='approved'; else creates with hardcoded corroborationScore=0.5, confidenceScore=0.5, sourcesCount=1, perspectivesCount=perspectives.length. Syncs perspective links (deleteMany then recreate, weight 1.0) when perspectives present. Writes AuditLog 'publish' with actor='publisher'. Returns {published:true, article:{id,slug,title,publishedAt}}.","Only 'evidence' and 'topic-page' are supported; 'public-article'/'source' → 400 | corroborationScore/confidenceScore hardcoded to 0.5 on create with comment 'computed later' — never recomputed; on update they are NOT touched at all so stay at whatever they were | sourcesCount hardcoded to 1 even if multiple evidences corroborate the same scriptureRef | On UPDATE branch, perspectivesCount is NOT updated (only set on create), so it drifts if perspective links change | Publishing a topic-page does not sync perspectives (perspectives stays []) — deleteMany not run, but also no links added | Two different evidence ids sharing the same last-8 chars would collide on slug (extremely unlikely but possible) and overwrite each other | If evidence is approved, then later set to rejected via review, the already-published PublicArticle remains live (no unpublish) | reviewState gate reads the item's CURRENT reviewState — relies entirely on F-ED-005 having set it; no independent verification that an approval ReviewRecord exists",itemType and itemId required (400) | Item must exist (404) and have reviewState==='approved' (400) | itemType must be 'evidence' or 'topic-page' (else 400) | No authentication; actor hardcoded to 'publisher' regardless of caller,Evidence | TopicPage | PublicArticle | PublicArticlePerspective | AuditLog | review state machine (reviewState==='approved'),reviewState==='approved' is a sufficient proxy for 'has passed editorial review' | Scores will be computed by some later process (never present in code),"7 (TC-F-ED-006-1, TC-F-ED-006-2, TC-F-ED-006-3, TC-F-ED-006-4, TC-F-ED-006-5, TC-F-ED-006-6, TC-F-ED-006-7)",Static review — defect(s) open,5,critical,src/app/api/publish/route.ts:8 | src/app/api/publish/route.ts:28 | src/app/api/publish/route.ts:34 | src/app/api/publish/route.ts:68 | src/app/api/publish/route.ts:71 | src/app/api/publish/route.ts:91 | src/app/api/publish/route.ts:108 | src/app/api/publish/route.ts:119 | src/app/api/publish/route.t,2026-06-26
F-ED-007,Public topic list,GET /api/public?list=topics,"As a public reader, I want a list of published topic pages, so that I can browse vetted study topics.","When list==='topics', returns TopicPages where reviewState==='approved', ordered title asc, selecting slug/title/subtitle/seoDescription/filmRelevance/publishedAt. Returns {topics}.",Topic pages in any non-approved state are excluded (correct gating) | No pagination/take limit — returns all approved topics | publishedAt may be null on an approved topic if it was approved via a path that didn't set it (e.g. publish sets it; review approve sets it; but an approved topic never published still appears),Only reviewState==='approved' topics exposed | No auth (intended — public endpoint),TopicPage | review state machine (approved gate),approved == publicly safe,"4 (TC-F-ED-007-1, TC-F-ED-007-2, TC-F-ED-007-3, TC-F-ED-007-4)",Executed (runtime) — happy path PASS,0,,src/app/api/public/route.ts:14 | src/app/api/public/route.ts:15,2026-06-26
F-ED-008,Public article list (optional topic filter),GET /api/public?list=articles[&topic=slug],"As a public reader, I want a list of approved articles, optionally filtered by topic, so that I can read vetted corroboration with scores.","When list==='articles', returns PublicArticles where reviewState==='approved' and (if topic param) topicPage.slug==topic, ordered publishedAt desc, selecting id/slug/title/subtitle/seoDescription/corroborationScore/confidenceScore/sourcesCount/perspectivesCount/publishedAt/claimTypeSlug. Returns {articles}.","topic filter on a nonexistent topic slug → empty list, 200 | Articles with topicPageId null are excluded when a topic filter is applied (relational filter), included otherwise | Exposes corroborationScore/confidenceScore which are the fabricated 0.5 placeholders from publish (see F-ED-006) | No pagination/take limit | publishedAt desc ordering puts null publishedAt unpredictably (shouldn't occur since publish sets it)",Only reviewState==='approved' articles exposed | No auth (intended — public endpoint),PublicArticle | TopicPage (relation for topic filter) | review state machine,Scores are meaningful (they are not — placeholder 0.5),"6 (TC-F-ED-008-1, TC-F-ED-008-2, TC-F-ED-008-3, TC-F-ED-008-4, TC-F-ED-008-5, TC-F-ED-008-6)",Executed (runtime) — happy path PASS,1,medium,src/app/api/public/route.ts:31 | src/app/api/public/route.ts:32 | src/app/api/public/route.ts:35,2026-06-26
F-ED-009,Public topic page detail with articles + perspective spread,GET /api/public?slug=<topic-slug>,"As a public reader, I want a topic page with its approved articles and the spread of perspectives represented, so that I can see balanced, vetted coverage.","When slug present, loads TopicPage by slug including publicArticles filtered to reviewState==='approved' with perspectiveLinks→perspective. 404 if topic not found. Aggregates a Set of perspective slugs across all included articles. Returns topicPage with full body fields, an articles array (id/slug/title/subtitle/scores/counts/claimTypeSlug/perspectives slugs) and perspectiveSpread (unique perspective slugs).","Topic page itself is returned regardless of its OWN reviewState (only its articles are gated to approved) — a draft/rejected/archived topic page is still served if you know its slug | Topic with no approved articles → articles:[], perspectiveSpread:[] | Unknown slug → 404 | Articles linked via topicPageId relation; an article published from evidence (no topicPageId) never appears here",Article inclusion gated to reviewState==='approved' | Topic page itself NOT gated by reviewState | No auth (intended — public endpoint),TopicPage | PublicArticle | PublicArticlePerspective | PerspectiveTag | review state machine (article gate only),Knowing a slug is acceptable to reveal an unpublished topic page body,"6 (TC-F-ED-009-1, TC-F-ED-009-2, TC-F-ED-009-3, TC-F-ED-009-4, TC-F-ED-009-5, TC-F-ED-009-6)",Executed (runtime) — happy path PASS,0,,src/app/api/public/route.ts:56 | src/app/api/public/route.ts:57 | src/app/api/public/route.ts:60 | src/app/api/public/route.ts:66 | src/app/api/public/route.ts:69 | src/app/api/public/route.ts:74,2026-06-26
F-ED-010,Transparency / 'How We Vet' page data,GET /api/public (no params),"As a public reader, I want a transparency page describing perspectives, claim types, credibility tiers, review states, and the review rubric, so that I can understand how content is vetted.","Default branch (no list/slug/topic) returns {transparency:{title:'How We Vet', perspectiveTags (all, by name asc), claimTypes (all, by name asc), credibilityTiers (4 hardcoded), reviewStates (7 hardcoded), reviewRubric (7 hardcoded strings)}}.","perspectiveTags and claimTypes come from DB and could be empty → returns empty arrays | credibilityTiers/reviewStates/reviewRubric are hardcoded constants, can drift from schema definitions | reviewStates list here omits nothing of the 7 states (matches), but is duplicated knowledge vs the review route's VALID_STATES",No auth (intended — public),PerspectiveTag | ClaimType,Hardcoded tiers/states/rubric stay in sync with schema and review route,"4 (TC-F-ED-010-1, TC-F-ED-010-2, TC-F-ED-010-3, TC-F-ED-010-4)",Executed (runtime) — happy path PASS,1,low,src/app/api/public/route.ts:103 | src/app/api/public/route.ts:106 | src/app/api/public/route.ts:108 | src/app/api/public/route.ts:114 | src/app/api/public/route.ts:123,2026-06-26
F-ED-011,List claim types,GET /api/claim-types,"As a UI/consumer, I want all claim types ordered by name, so that I can label and display claim taxonomy.",Returns all ClaimType rows ordered by name asc as {claimTypes}.,Empty table → {claimTypes:[]} | No pagination (taxonomy is small),No auth (read-only taxonomy),ClaimType,Taxonomy table is small enough to return unbounded,"3 (TC-F-ED-011-1, TC-F-ED-011-2, TC-F-ED-011-3)",Executed (runtime) — happy path PASS,0,,src/app/api/claim-types/route.ts:7 | src/app/api/claim-types/route.ts:8,2026-06-26
F-ED-012,List perspective tags,GET /api/perspectives,"As a UI/consumer, I want all perspective tags ordered by name, so that I can display perspective badges and the perspective spread.",Returns all PerspectiveTag rows ordered by name asc as {perspectives}.,Empty table → {perspectives:[]} | No pagination,No auth (read-only taxonomy),PerspectiveTag,Taxonomy table small,"3 (TC-F-ED-012-1, TC-F-ED-012-2, TC-F-ED-012-3)",Executed (runtime) — happy path PASS,0,,src/app/api/perspectives/route.ts:7 | src/app/api/perspectives/route.ts:8,2026-06-26
F-ED-013,Full database export (JSON dump),GET /api/export,"As an operator, I want a full JSON dump of books/themes/cross-references/sources/evidence/notes/chat history, so that I can back up or migrate the database.","Runs 7 parallel queries: books (with chapters→verses ordered), themes (with verseLinks→verse→book/chapter), crossReferences, sources (with evidences), evidence (with source), notes, chatMessages (ordered createdAt asc). Maps themes to attach a flattened verses array with ref+weight. Returns a single JSON object with exportedAt timestamp and all collections.","Entire DB loaded into memory and serialized at once — no streaming, no pagination; large datasets could exhaust memory/time | Exposes ALL private-layer data (sources, evidence, notes, chat history) with no auth — full data exfiltration vector | Includes Source.rawHtml/content (potentially large) bloating the payload | ReviewRecord/AuditLog/PublicArticle/TopicPage NOT included in the export (partial backup)",No auth (defect — exposes entire private database),Book | Chapter | Verse | Theme | VerseTheme | CrossReference | Source | Evidence | Note | ChatMessage,Caller is a trusted operator; private network assumed,"5 (TC-F-ED-013-1, TC-F-ED-013-2, TC-F-ED-013-3, TC-F-ED-013-4, TC-F-ED-013-5)",Static review — defect(s) open,2,critical,src/app/api/export/route.ts:7 | src/app/api/export/route.ts:8 | src/app/api/export/route.ts:31 | src/app/api/export/route.ts:48,2026-06-26
F-ED-014,Z.ai API health check,GET /api/health,"As an operator, I want to check Z.ai API auth status, balance, and model availability, so that I can confirm the upstream LLM provider is reachable.","Calls checkApiHealth() from @/lib/zai-api, spreads its result, adds timestamp (ISO now) and baseUrl (ZAI_BASE_URL env or default https://api.z.ai/api/paas/v4). maxDuration=15s.",checkApiHealth throwing would surface as an unhandled 500 (no try/catch) | Response echoes the configured baseUrl — reveals provider endpoint | No auth on the health endpoint — health/balance info exposed,No auth | maxDuration capped at 15s,@/lib/zai-api checkApiHealth | ZAI_BASE_URL env,checkApiHealth handles its own errors and returns a status object,"5 (TC-F-ED-014-1, TC-F-ED-014-2, TC-F-ED-014-3, TC-F-ED-014-4, TC-F-ED-014-5)",Executed (runtime) — happy path PASS,1,low,src/app/api/health/route.ts:6 | src/app/api/health/route.ts:8 | src/app/api/health/route.ts:9 | src/app/api/health/route.ts:13,2026-06-26
F-ED-015,Evidence review checklist computation,POST /api/review (checklist sub-feature),"As a reviewer, I want the system to auto-compute the editorial checklist for an evidence item, so that I can see at a glance whether it meets the publishing rubric.","When no checklist is supplied and itemType=='evidence', loads the evidence (with source + perspectiveLinks→perspective) and computes: sourcesCited=!!source; credibilityTierMet = source.credibilityTier ∈ {peer-reviewed, reputable-reference}; claimTypeLabeled=!!claimTypeSlug; perspectivesRepresented = perspectiveLinks.length>=1; noFabrication=true (hardcoded, 'human reviewer confirms'); contestedFlagged = blindspot===true; authorityNotOverstated=true (hardcoded). Stored as JSON on the ReviewRecord and echoed in the response and audit details.","noFabrication and authorityNotOverstated are ALWAYS true — they never actually gate anything | credibilityTierMet requires reputable-reference-or-higher; popular-journalistic/self-published count as NOT met but nothing blocks approval based on this — checklist is advisory only | contestedFlagged is literally just blindspot===true, not whether contested content was contextualized | If the evidence id doesn't exist, evidence is null and checklist stays undefined (no checklist computed, but the transition still proceeds and then the item-update throws) | Checklist is computed but NEVER enforced — an item failing every checklist item can still be approved",Checklist is informational; it does NOT block the approve action | Only computed for itemType=='evidence',Evidence | Source (credibilityTier) | EvidencePerspective | ClaimType (claimTypeSlug) | credibility tiers,A human separately confirms noFabrication and authorityNotOverstated | Credibility tiers peer-reviewed/reputable-reference are the 'authoritative' threshold,"7 (TC-F-ED-015-1, TC-F-ED-015-2, TC-F-ED-015-3, TC-F-ED-015-4, TC-F-ED-015-5, TC-F-ED-015-6, TC-F-ED-015-7)",Static review — defect(s) open,3,high,src/app/api/review/route.ts:102 | src/app/api/review/route.ts:109 | src/app/api/review/route.ts:111 | src/app/api/review/route.ts:113 | src/app/api/review/route.ts:114 | src/app/api/review/route.ts:116,2026-06-26
F-UI-001,Top-level navigation (Study / Review / Public tabs),Header nav (page.tsx),"As a study-engine user, I want to switch between the Study workspace, the editorial Review dashboard, and the Public site preview, so that I can move between authoring, gating, and previewing content.","Three header buttons set `topTab` state ('study'|'review'|'public'). The active tab gets `bg-card text-foreground shadow-sm`; main content conditionally renders ScriptureReader/ChatPanel/right-panel, ReviewDashboard, or PublicSite. No API calls on tab switch itself (children fetch on mount). Icons: BookOpen/ShieldCheck/Globe.",No loading/error state for the switch itself (pure client state) | Tab state is not persisted to URL or storage — refresh resets to 'study' (page.tsx:42),NOTE: no validation needed; closed set of 3 tabs via union type TopTab (page.tsx:37),ScriptureReader | ChatPanel | SynergyView | ThemeExplorer | StudyTools | ReviewDashboard | PublicSite,"Tab labels are hidden on mobile (`hidden sm:inline`), leaving icon-only buttons (page.tsx:223,234,245)","6 (TC-F-UI-001-1, TC-F-UI-001-2, TC-F-UI-001-3, TC-F-UI-001-4, TC-F-UI-001-5, TC-F-UI-001-6)",Static review — defect(s) open,1,low,src/app/page.tsx:37 | src/app/page.tsx:42 | src/app/page.tsx:213-247 | src/app/page.tsx:347-429,2026-06-26
F-UI-002,Full-text search (FTS) bar and results,Header search panel (page.tsx),"As a researcher, I want to full-text search verses, sources, and evidence, so that I can jump directly to relevant scripture or citations.",Search icon toggles `searchOpen`. Input (autoFocus) runs `runSearch()` on Enter or 'Search' click → GET `/api/fts?q=<encoded>`; result sets a counts header (verses/sources/evidence) and lists up to 5 verses (clickable → handleVerseSelect + close) and up to 3 sources (external links). Empty/whitespace query returns early (page.tsx:93).,Empty query: early-returns without fetch (page.tsx:93) | Searching state shows '...' on button (page.tsx:304) | NOTE: no error handling — fetch has no try/catch around res.json(); a non-JSON/500 response throws an unhandled rejection (only `finally` resets `searching`) | NOTE: no explicit empty-results message — only count line '0 verses · 0 sources · 0 evidence' | NOTE: evidence results counted in header but never rendered as a list,Client-side: query trimmed and required before fetch (page.tsx:93),GET /api/fts | handleVerseSelect,searchResults typed as `any` (page.tsx:50) — no schema guarantees on shape,"7 (TC-F-UI-002-1, TC-F-UI-002-2, TC-F-UI-002-3, TC-F-UI-002-4, TC-F-UI-002-5, TC-F-UI-002-6, TC-F-UI-002-7)",Static review — defect(s) open,2,medium,src/app/page.tsx:48-51 | src/app/page.tsx:92-102 | src/app/page.tsx:290-342,2026-06-26
F-UI-003,Selected-verse indicator bar,Header sub-bar (page.tsx),"As a study user, I want a persistent indicator of which verse I have selected, so that I know what context the chat and synergy panels are using.","When `selectedVerseRef` is set and topTab==='study', a bar shows the ref (mono) + first 80 chars of the verse text, with an X button to clear all three selection states. Selection toggles off if the same verse is re-clicked (handleVerseSelect, page.tsx:75).",Only renders on Study tab (page.tsx:272) | Text truncated to 80 chars with trailing '...' (page.tsx:276),NOTE: none required,handleVerseSelect | ScriptureReader (source of selection),The trailing '...' is appended unconditionally even when text is <80 chars (page.tsx:276),"6 (TC-F-UI-003-1, TC-F-UI-003-2, TC-F-UI-003-3, TC-F-UI-003-4, TC-F-UI-003-5, TC-F-UI-003-6)",Static review — defect(s) open,2,low,src/app/page.tsx:73-86 | src/app/page.tsx:271-288,2026-06-26
F-UI-004,Export backup,Header action button (page.tsx),"As an admin, I want to export the full database as JSON, so that I can back up the corroboration data locally.","Clicking Download fetches GET `/api/export`, builds a Blob, and triggers a client-side download named `ethiopian-bible-backup-<YYYY-MM-DD>.json`. Hidden on mobile (`hidden sm:flex`).","NOTE: no loading state, no disabled state during fetch, no error handling — exportBackup has no try/catch (page.tsx:104-114)",NOTE: none,GET /api/export | URL.createObjectURL,Export response is assumed always valid JSON,"5 (TC-F-UI-004-1, TC-F-UI-004-2, TC-F-UI-004-3, TC-F-UI-004-4, TC-F-UI-004-5)",Static review — defect(s) open,1,low,src/app/page.tsx:104-114 | src/app/page.tsx:264-266,2026-06-26
F-UI-005,Grow database (auto-grow scraping),Header action button (page.tsx),"As an admin, I want to bulk-scrape corroboration for all themes and film topics, so that I can grow the evidence base in one action.","Sprout button is disabled when `growing` or when `apiHealth.ok===false`. On click: native confirm() warning about time/credits, then POST `/api/auto-grow` with `{mode:'all',limit:8}`. On success: alert summarizing sourcesAdded/evidenceAdded/processed; on failure: alert(data.error). Errors caught → alert(e.message). Spinner shown while growing. Hidden on mobile.",Re-entrancy guard: returns early if already growing (page.tsx:117) | Confirm cancellation aborts (page.tsx:118) | Disabled when API unhealthy (page.tsx:257) | Errors surfaced via native alert (not toast),confirm() gate before destructive/expensive op (page.tsx:118),POST /api/auto-grow | GET /api/health (for disabled state),apiHealth may be null initially; `disabled={growing || (apiHealth && !apiHealth.ok)}` evaluates null as falsy so button is enabled until health resolves (page.tsx:257),"7 (TC-F-UI-005-1, TC-F-UI-005-2, TC-F-UI-005-3, TC-F-UI-005-4, TC-F-UI-005-5, TC-F-UI-005-6, TC-F-UI-005-7)",Static review — defect(s) open,1,low,src/app/page.tsx:55-56 | src/app/page.tsx:116-139 | src/app/page.tsx:253-263,2026-06-26
F-UI-006,Z.ai API health check indicator,"Header (page.tsx, effect)","As an admin, I want the app to know whether the Z.ai API has credits, so that expensive operations are guarded.","On mount, GET `/api/health` → `setApiHealth`. The result only gates the Grow button's disabled state and tooltip. Fetch errors are swallowed (`.catch(()=>{})`).",Error silently ignored (page.tsx:70) | apiHealth stays null until resolved — no visible spinner/badge for health itself,NOTE: none,GET /api/health,model field exists in type but is never displayed (page.tsx:54),"4 (TC-F-UI-006-1, TC-F-UI-006-2, TC-F-UI-006-3, TC-F-UI-006-4)",Static review — defect(s) open,1,low,src/app/page.tsx:54 | src/app/page.tsx:68-71 | src/app/page.tsx:257-260,2026-06-26
F-UI-007,Study workspace layout (desktop 3-pane / mobile bottom-nav),Study tab main area (page.tsx),"As a study user, I want a resizable three-pane workspace on desktop and a single-panel switcher on mobile, so that I can read scripture, chat, and explore evidence comfortably on any device.","An inline `isMobile` state (window.innerWidth < 768, on mount + resize listener) chooses layout. Desktop: ResizablePanelGroup with ScriptureReader (default 34, min 24), ChatPanel (34/24), right panel (32/24). Mobile: one of scripture/chat/right shown, switched via a 3-button bottom nav (Scripture/Chat/Explore).",Resize listener cleaned up on unmount (page.tsx:65) | isMobile starts false → SSR/first paint renders desktop layout briefly before effect runs | Right panel content shared between layouts via rightPanelContent var (page.tsx:142),NOTE: none,ResizablePanelGroup/ResizablePanel/ResizableHandle | ScriptureReader | ChatPanel | rightPanelContent,"Uses a local inline mobile check (page.tsx:58-66), NOT the shared useIsMobile hook in src/hooks/use-mobile.ts which is unused here","6 (TC-F-UI-007-1, TC-F-UI-007-2, TC-F-UI-007-3, TC-F-UI-007-4, TC-F-UI-007-5, TC-F-UI-007-6)",Static review — defect(s) open,2,low,src/app/page.tsx:57-66 | src/app/page.tsx:347-424 | src/app/page.tsx:368-397,2026-06-26
